abstract,analytical_method_development,article_name,assay_development,authors,center,center_pub,comments,created_at,data_analysis,data_generation,data_integration,data_standards,doi,issue,journal_name,other_link,pm_id,pmc_id,pp_pages,publication_id,resource_links,review,scopus_citations,show_at_home_order,signature_generation,software_development,updated_at,volume,year_published,PMCID,citations,n_citations,citation_years,YEAR,Proteomics,Microenvironment,DCIC,Drug Toxicity,HMS,Transcriptomics,NeuroLINCS,InternalExternal
"An in silico chemical genomics approach is developed to predict drug repositioning (DR) candidates for three types of cancer: glioblastoma, lung cancer, and breast cancer. It is based on a recent large-scale dataset of ~20,000 drug-induced expression profiles in multiple cancer cell lines, which provides i) a global impact of transcriptional perturbation of both known targets and unknown off-targets, and ii) rich information on drug's mode-of-action. First, the drug-induced expression profile is shown more effective than other information, such as the drug structure or known target, using multiple HTS datasets as unbiased benchmarks. Particularly, the utility of our method was robustly demonstrated in identifying novel DR candidates. Second, we predicted 14 high-scoring DR candidates solely based on expression signatures. Eight of the fourteen drugs showed significant anti-proliferative activity against glioblastoma; i.e., ivermectin, trifluridine, astemizole, amlodipine, maprotiline, apomorphine, mometasone, and nortriptyline. Our DR score strongly correlated with that of cell-based experimental results; the top seven DR candidates were positive, corresponding to an approximately 20-fold enrichment compared with conventional HTS. Despite diverse original indications and known targets, the perturbed pathways of active DR candidates show five distinct patterns that form tight clusters together with one or more known cancer drugs, suggesting common transcriptome-level mechanisms of anti-proliferative activity.",1.0,Drug repositioning for cancer therapy based on large-scale drug-Induced transcriptional signatures.,0.0,"Lee H, Kang S, Kim W",,0.0,,3/30/17 0:00,1.0,0.0,1.0,0.0,10.1371/journal.pone.0150460,3,PLoS One,,26954019.0,PMC4783079,e0150460,126.0,,0.0,,,0.0,0.0,,11,2016.0,PMC4783079,"['5835698', '5664374', '5724417', '5864870', '4916325', '6097480']",6.0,"[2018, 2017, 2017, 2018, 2016, 2018]",2016.0,0,0,0,0,0,0,0,external
"Technologies such as genome sequencing, gene expression profiling, proteomic and metabolomic analyses, electronic medical records, and patient-reported health information have produced large amounts of data from various populations, cell types, and disorders (big data). However, these data must be integrated and analyzed if they are to produce models or concepts about physiological function or mechanisms of pathogenesis. Many of these data are available to the public, allowing researchers anywhere to search for markers of specific biological processes or therapeutic targets for specific diseases or patient types. We review recent advances in the fields of computational and systems biology and highlight opportunities for researchers to use big data sets in the fields of gastroenterology and hepatology to complement traditional means of diagnostic and therapeutic discovery.",0.0,Using Big Data to discover diagnostics and therapeutics for gastrointestinal and liver diseases.,0.0,"Wooden B, Goossens N, Hoshida Y, Friedman SL",,0.0,,10/10/17 0:00,0.0,0.0,0.0,0.0,10.1053/j.gastro.2016.09.065,1,Gastroenterology,,27773806.0,PMC5193106,53-67,158.0,,1.0,,,0.0,0.0,,152,2017.0,PMC5193106,"['5335661', '5790851', '5859342', '5691694']",4.0,"[2017, 2018, 2018, 2017]",2016.0,0,0,0,0,0,0,0,external
,,Importance of rare gene copy number alterations for personalized tumor characterization and survival analysis,,"Seifert M,Friedrich B,Beyer A",outside,0.0,used L1000 perturbation profiles,,,,,,,,,,27716417.0,,,214.0,,,5.0,,,,,,2016.0,PMC5046221,"['5915060', '5996550', '5892046', '5721156']",4.0,"[2018, 2018, 2018, 2017]",2016.0,0,0,0,0,0,0,0,external
,,Predicting G protein-coupled receptor downstream signaling by tissue expression.,,"Hao Y,Tatonetti NP",outside,0.0,used L1000 KD,,,,,,,,,,27485444.0,,,214.0,,,2.0,,,,,,2016.0,PMC5181570,"['5392687', '6063738']",2.0,"[2017, 2018]",2016.0,0,0,0,0,0,0,0,external
,,Fine-tuning of macrophage activation using synthetic rocaglate derivatives.,,"Bhattacharya B,Chatterjee S,Devine WG,Kobzik L,Beeler AB,Porco JA Jr,Kramnik I",outside,0.0,used L1000 Canvas Browser,,,,,,,,,,27086720.0,,,214.0,,,5.0,,,,,,2016.0,PMC4834551,"['5469788', '5877959', '5696104']",3.0,"[2017, 2018, 2017]",2016.0,0,0,0,0,0,0,0,external
,,Virtual screening-driven repositioning of etoposide as CD44 antagonist in breast cancer cells,,"Aguirre-Alvarado C,Segura-Cabrera A,Velázquez-Quesada I,Hernández-Esquivel MA,García-Pérez CA,Guerrero-Rodríguez SL,Ruiz-Moreno AJ,Rodríguez-Moreno A,Pérez-Tapia SM,Velasco-Velázquez MA",outside,0.0,used L1000 perturbation profiles,,,,,,,,,,27009862.0,,,214.0,,,4.0,,,,,,2016.0,PMC5029662,"['5355328', '5679086', '5589713']",3.0,"[2017, 0, 2017]",2016.0,0,0,0,0,0,0,0,external
"RNA profiling is an excellent phenotype of cellular responses and tissue states, but can be costly to generate at the massive scale required for studies of regulatory circuits, genetic states or perturbation screens. Here, we draw on a series of advances over the last decade in the field of mathematics to establish a rigorous link between biological structure, data compressibility, and efficient data acquisition. We propose that very few random composite measurements – in which gene abundances are combined in a random linear combination – are needed to approximate the high-dimensional similarity between any pair of gene abundance profiles. We then show how finding latent, sparse representations of gene expression data would enable us to “decompress” a small number of random composite measurements and recover high-dimensional gene expression levels that were not measured (unobserved). We present a new algorithm for finding sparse, modular structure, which improves the ability to interpret samples in terms of small numbers of active modules, and show that the modular structure we find is sufficient to recover gene expression profiles from composite measurements (with ~100-fold fewer composite measurements than genes). Moreover, the knowledge that sparse, modular structures exist allows us to recover expression profiles from composite measurements, even without access to any training data. Finally, we present a proof-of-concept experiment for making composite measurements in the laboratory, involving the measurement of linear combinations of RNA abundances. Altogether, our results suggest new compressive modalities in experimental biology that can form a foundation for massive scaling in high-throughput measurements, while also offering new insights into the interpretation of high-dimensional data.",1.0,Composite measurements and molecular compressed sensing for highly efficient transcriptomics.,0.0,"Cleary B, Cong L, Lander ES, Regev A",,0.0,,1/13/17 0:00,1.0,0.0,1.0,0.0,10.1101/091926,,bioRxiv,,0.0,,,113.0,,0.0,,,0.0,1.0,,[preprint],2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"The use of community-driven metadata standards, such as minimal information guidelines, terminologies, formats/models, is essential to ensure that data and other digital research outputs are Findable, Accessible, Interoperable, and Reusable, according to the FAIR principles. As with other types of digital assets, metadata standards also need be FAIR. Their discoverability and accessibility is ensured by BioSharing, the most comprehensive resource of metadata standards, interlinked to data repositories and policies, available in the life, environmental and biomedical sciences. With its growing content, endorsements, and collaborative network, BioSharing is part of a larger ecosystem of interoperable resources. Here we describe some of the activities under the USA National Institutes of Health (NIH)&#039;s Big Data to Knowledge (BD2K) Initiative, illustrating how we track the evolution and use of metadata standards and work to connect them to indexes and annotation tools.",0.0,BioSharing: Harnessing metadata standards for the Data Commons.,0.0,"Sansone SA, Gonzalez-Beltran A, Rocca-Serra P, McQuilton P, Izzo M, Lister A, Thurston M",,0.0,,6/1/17 0:00,0.0,0.0,0.0,1.0,10.1101/144147,,bioRxiv,http://biorxiv.org/content/early/2017/05/31/144147.abstract,0.0,,,135.0,"{\LINCS Collection on biosharing.org\"":\""https://biosharing.org/collection/LINCSProject?q=&selected_facets=status:Ready\""}""",0.0,,,0.0,0.0,,[preprint],2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Background: LINCS L1000 is a high-throughput technology that allows gene expression measurement in a large number of assays. However, to fit the measurements of ~1000 genes in the ~500 color channels of LINCS L1000, every two landmark genes are designed to share a single channel. Thus, a deconvolution step is required to infer the expression values of each gene. Any errors in this step can be propagated adversely to the downstream analyses. Results: We presented a LINCS L1000 data peak calling R package l1kdeconv based on a new outlier detection method and an aggregate Gaussian mixture model (AGMM). Upon the remove of outliers and the borrowing information among similar samples, l1kdeconv showed more stable and better performance than methods commonly used in LINCS L1000 data deconvolution. Conclusions: Based on the benchmark using both simulated data and real data, the l1kdeconv package achieved more stable results than the commonly used LINCS L1000 data deconvolution methods.",1.0,l1kdeconv: an R package for peak calling analysis with LINCS L1000 data.,0.0,"Zhao L, Jin L, Peng Y",,0.0,,7/20/17 0:00,1.0,0.0,0.0,0.0,10.1101/165258,,bioRxiv,http://www.biorxiv.org/content/early/2017/07/18/165258,0.0,,,144.0,"{\l1kdeconv\"":\""https://cran.r-project.org/web/packages/l1kdeconv/index.html\""}""",0.0,,,0.0,0.0,,[preprint],2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Approved drug molecules have undergone safety and efficacy examination, succeeding in a series of screens with typically high attrition rates. Today, these privileged entities are well characterized: the amount of data that has been collected for drugs — from mechanisms of action to all sorts of molecular signatures — is far beyond that of the rest of compounds available to researchers. As biomedicine is going omics, and with the advent of systems biology, drug molecules constitute a standard toolbox to probe and challenge disease models, which are increasing in complexity and start to account for patient variability. Here, we discuss why drug repositioning is not only an economically attractive idea, but also one of the most realistic settings for systems pharmacology.",0.0,Drug repositioning beyond the low-hanging fruits.,0.0,"Duran-Frigola M, Mateo L, Aloy P",,0.0,,10/10/17 0:00,0.0,0.0,0.0,0.0,10.1016/j.coisb.2017.04.010,,Current Opinion in Systems Biology,http://www.sciencedirect.com/science/article/pii/S2452310016300142,0.0,,95-102,151.0,,1.0,,,0.0,0.0,,3,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Ontologies have proven to be useful for capturing and organizing knowledge as a hierarchical set of terms and their relationships. However, curating gene ontology data by hand requires specialized knowledge of certain field, which is inefficient. Thus inferring gene ontology from the exponentially increased biological data is getting hot. Based on the Library of Integrated Network-Based Cellular Signatures (LINCS) data we came up with the hypothesis that genes participate in analogous biological processes might affect cells accordantly. By assessing cellular response after genes were knock out we built a similarity matrix with the Gene Set Enrichment Analysis (GSEA) and clustered the genes with affinity propagation algorithm. Next we mapped the cluster result to gene ontology biological process data for annotation and enrichment analysis, which confirmed our hypothesis and made it possible to predict biological processes for unannotated genes from cellular response data after genes are knock out for the first time. We further validated the rationality from the gene ontology molecular function data.",1.0,Predicting potential gene ontology from cellular response data.,0.0,"Hong H, Yin X, Li F, Guan N, Bo X, Luo Z",,0.0,,10/10/17 0:00,1.0,0.0,0.0,0.0,10.1145/3035012.3035015,,Proceedings of the 5th International Conference on Bioinformatics and Computational Biology,http://doi.acm.org/10.1145/3035012.3035015,0.0,,10-May,152.0,,0.0,,,0.0,0.0,,ICBCB '17,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
"Idiopathic pulmonary fibrosis (IPF) is a severe fibrotic lung disease associated with fibroblast activation that includes excessive proliferation, migration, tissue invasiveness, and extracellular matrix (ECM) production. The lack of knowledge of the molecular regulators that initiate and maintain fibroblast activation is a major obstacle to the development of effective therapies for IPF patients. In this study, we identified heat-shock protein 90 (Hsp90) as a novel regulator of fibroblast activation using unbiased reciprocal genomic screening tools and experimental models of pulmonary fibrosis. We tested the hypothesis that inhibition of Hsp90 ATPase activity using 17-N-allylamino-17-demethoxygeldanamycin (17-AAG) attenuates fibroblast activation and pulmonary fibrosis.",1.0,Therapeutic inhibition of Hsp90 attenuates fibroblast activation involved in severe fibrotic lung disease.,0.0,"Sontake V, Wang Y, Kasam R, Reddy GB, White ES, Jegga AG, Madala SK",,0.0,,10/10/17 0:00,1.0,1.0,0.0,0.0,,A6379,American Journal of Respiratory and Critical Care Medicine,http://www.atsjournals.org/doi/abs/10.1164/ajrccm-conference.2017.195.1_MeetingAbstracts.A6379,0.0,,,154.0,,0.0,,,0.0,0.0,,195,2017.0,,,,,2017.0,0,0,0,0,0,0,0,external
